,Country_code,Category,Product,Raw_material_ontology,Level0,Level1,Level2,Level4
247,['250'],cheese,Sainte-Maure_de_Touraine,goat_milk,Materials,dairy_products,milk,goat_milk
248,['250'],cheese,Selles-sur-Cher,goat_milk,Materials,dairy_products,milk,goat_milk
249,['250'],cheese,Banon,goat_milk,Materials,dairy_products,milk,goat_milk
250,['300'],cheese,Feta,goat_milk,Materials,dairy_products,milk,goat_milk
251,['300'],fermented_cereal,Trahana,goat_milk,Materials,dairy_products,milk,goat_milk
252,['300'],cheese,Kasseri,goat_milk,Materials,dairy_products,milk,goat_milk
253,['300'],cheese,Kopanisti,goat_milk,Materials,dairy_products,milk,goat_milk
254,['300'],cheese,"Manouri,_Anthotyros,_Mizithra",goat_milk,Materials,dairy_products,milk,goat_milk
255,['300'],cheese,Graviera_Agrafon,goat_milk,Materials,dairy_products,milk,goat_milk
256,['300'],cheese,Graviera_Kritis,goat_milk,Materials,dairy_products,milk,goat_milk
257,['300'],cheese,Graviera_Naxou,goat_milk,Materials,dairy_products,milk,goat_milk
258,"['300', ' 196']",cheese,Kefalotyri,goat_milk,Materials,dairy_products,milk,goat_milk
259,"['356', ' 050']",dairy_product,"Misti_dahi,_Mishti_doi,_Lal_dahi,_Payodhi",goat_milk,Materials,dairy_products,milk,goat_milk
260,['380'],cheese,Caprino_Fresco,goat_milk,Materials,dairy_products,milk,goat_milk
261,['380'],cheese,Caprino_Stagionato,goat_milk,Materials,dairy_products,milk,goat_milk
262,['484'],cheese,Queso_anejo,goat_milk,Materials,dairy_products,milk,goat_milk
263,['752'],cheese,Källarlagrad_Getost,goat_milk,Materials,dairy_products,milk,goat_milk
264,['792'],cheese,Beyaz_peynir,goat_milk,Materials,dairy_products,milk,goat_milk
265,['40'],alcoholic_beverage,Krautinger,turnip,Materials,vegetables,roots,turnip
266,['40'],wine,Schilfwein,grape,Materials,fruits,berry fruit,grape
267,['124'],wine,Icewine,grape,Materials,fruits,berry fruit,grape
268,['250'],wine,Floc_de_Gascogne,grape,Materials,fruits,berry fruit,grape
269,['250'],wine,Champagner,grape,Materials,fruits,berry fruit,grape
270,"['276', ' 40']",wine,Trockenbeerenauslese,grape,Materials,fruits,berry fruit,grape
271,"['276', ' 616']",wine,Spaetlese,grape,Materials,fruits,berry fruit,grape
272,"['276', ' 040']",wine,Eiswein,grape,Materials,fruits,berry fruit,grape
273,['348'],wine,"Tokaji,_Tokaj",grape,Materials,fruits,berry fruit,grape
274,['620'],wine,Madeira,grape,Materials,fruits,berry fruit,grape
275,['724'],wine,Sherry,grape,Materials,fruits,berry fruit,grape
276,"['380', ' 040']",fermented_meat,Speck,swine,Materials,meat,mammal,swine
